Type,Name,Address,Rooms,Grade,District,PS/MC/UC,Logitiute,Latitude,AGA Division
home stay units,ivy cottage,"f & g continental residencies, house no 59, 41/104, adnives road, periyamulla, negombo",2,superior,gampaha,negombo divisional secretariat,79.844978,7.223092,negombo
home stay units,sunil's home,"45/12, abrew road, kalutara north",3,superior,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
home stay units,saadhana bird house,"212 a, yaddehimulla, unawatuna",5,standard,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
home stay units,comfy stay,"27/2, o.p.perera mawatha, lake road, boralasgamuwa",3,superior,colombo,kesbewa divisional secretariat,79.9044952,6.8429832,boralesgamuwa
home stay units,colombo home stay,"96/12a, kottanuwatha road, old kesbewa road, nugegoda.",5,superior,colombo,kotte divisional secretariat,nan,nan,kotte muncipal council
home stay units,coco villa,"74/2, jambugasmulla mawatha, nugegoda",2,deluxe,colombo,maharagama divisional secretariat,nan,nan,maharagama
home stay units,serene sk home,"48, jaya road, udahamulla, nugegoda",3,superior,colombo,maharagama divisional secretariat,79.9153943,6.8634233,maharagama
home stay units,green view home stay,"631/1, sri sunanda mawatha, uthuwankanda, mawanella",2,superior,kegalle,mawanella divisional secretariat,80.425477,7.2502954,kegalle
home stay units,hantana range view,"47, george de silva mawatha, kandy",3,deluxe,kandy,ganga ihala korale divisional secretariat,80.6179058,7.284343,kandy
home stay units,pavilion residence,"170/6 & 170/7, robert gunawardena mawatha, battaramulla",5,superior,colombo,battaramulla,79.9285037,6.9004455,colombo
home stay units,zenith,"maussawa road, udupihilla, matale",4,superior,matale,ukuwela divisional secretariat,nan,nan,matale
home stay units,eagle's rest homestay hanthana,"14b/2/35/3, 8th lane, hantana hs, hantana, kandy",2,superior,kandy,kandy divisional secretariat,80.6348843,7.2749563,gagawata koralya
home stay units,nirvega,"30 a/1, 6th lane, moragalla, beruwala",5,superior,kalutara,beruwala divisional secretariat,79.9823643,6.4531363,kalutara pradeshiya sabha
home stay units,vista house,"431/1, heerassagala road, bowalawatte, kandy",3,deluxe,kandy,gagawata,80.6163333,7.2633726,kandy
home stay units,"ramasinghe lane, home stay unit","56/2, ramasinghe lane, dalugama, kiribathgoda, kelaniya",4,standard,gampaha,gampaha divisional secretariat,nan,nan,mahara pradeshiya sabha
home stay units,eco home holiday inn,"31/48, riverdale garden, aniwatte, kandy",4,superior,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,atvice,"86, zone 1, millenium city, kotugoda, ja-ela",1,superior,gampaha,ja-ela divisional secretariat,nan,nan,gampaha
home stay units,grace home stay,"572, obadawatta, sinharupagama, bentota",3,standard,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
home stay units,shalom villa,"262, mahawela road, tangalle",3,standard,hambantota,tangalle divisional secretariat,80.7936503,6.0212043,tangalle pradeshiya sabha
home stay units,araliya,"6, lane 4, araliya mawatha, primrose garden, kandy",2,superior,kandy,gagawata,nan,nan,kandy
home stay units,white cottage,"15/5, dewala road, pagoda, nugegoda",2,superior,colombo,nugegoda divisional secretariat,nan,nan,colombo
home stay units,bright villa,"146, praja mandala road, hedigama, piliyandala",5,standard,colombo,kesbewa divisional secretariat,nan,nan,kesbewa
home stay units,kingfisher beach villa,"650/2, colombo bopitiya road, uswetakeiyawa",3,deluxe,gampaha,gampaha divisional secretariat,nan,nan,wattala pradeshiya sabha
home stay units,home away from home,"154/8, eriyagama, peradeniya",2,superior,kandy,yatinuwara divisional secretariat,80.5880387,7.265275,kandy
home stay units,streamy view,"9/d/9, nelligasgoda, kiribathkumbura",2,superior,kandy,yatinuwara divisional secretariat,80.5764288,7.2584743,kandy
home stay units,home stay strand,"218, yaddehimulla road, unawatuna",5,standard,galle,habaraduwa divisional secretariat,80.2419195,6.0095014,habaraduwa
home stay units,feel homestay,"11a, st .philip nary's church road, katukurunda, kalutara",1,standard,kalutara,kalutara divisional secretariat,79.9652113,6.5610293,kalutara pradeshiya sabha
home stay units,seelogama home stay,"school road, seelogama, belihuloya",1,standard,ratnapura,imbulpe divisional secretariat,nan,nan,ratnapura
home stay units,natural holiday inn,"no 6, modara road, medakatiya, tangale",3,standard,hambantota,tangalle divisional secretariat,80.7909616,6.0293222,tangalle pradeshiya sabha
home stay units,sri v.o.c,"88, dhammarathana nahimi mawatha, katunayake, nittabuwa road, naiwala, weyangoda",1,deluxe,gampaha,minuwangoda divisional secretariat,80.0305597,7.1578858,gampaha
home stay units,the views,"72/31, a.b damunupola mawatha, kandy",2,deluxe,kandy,kandy divisional secretariat,80.6259093,7.2930855,kandy
home stay units,sanasika,"next to richmond castle, tekkawatta, palatota, kalutara",4,standard,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
home stay units,dsm home stay,"8/1, pitakanda road, kandy",3,standard,kandy,gagawata,80.6357216,7.310338,kandy
home stay units,hanthana house,"108, thapodarama rooad, hanthana, kandy",4,deluxe,kandy,kandy divisional secretariat,80.6247712,7.2750592,gagawata koralya
home stay units,sheen home stay,"18/5, mohotti watte, balapitiya",1,standard,galle,balapitiya divisional secretariat,80.033748,6.268667,balapitiya
home stay units,mihisanda home stay,"no 8, national houses, jayapura, hingurakgoda",4,superior,polonnaruwa,hingurakgoda divisional secretariat,nan,nan,hingurakgoda pradeshiya sabha
home stay units,naratale home stay,"naratale estate, helvetia division, amitirigala",3,deluxe,kegalle,ruwanwella divisional secretariat,nan,nan,ruwanwella pradeshiya sabha
home stay units,palms villa,"425/10/b, minuwangoda road, kadirana, negombo",3,deluxe,gampaha,katana divisional secretariat,79.8688523,7.1945973,katana pradeshiya sabha
home stay units,natural house,"no 102, thapodarama road, richmond hill, hantana, kandy",1,standard,kandy,gagawata,80.6252851,7.2752736,gagawata koralya
home stay units,nook in kandy,"220/2, kurunegala road, katugastota",2,superior,kandy,harispattuwa divisional secretariat,80.6440763,7.2900773,kandy
home stay units,handy lodge,"176, polwatte road, pamunuwa, maharagama",4,standard,colombo,colombo divisional secretariat,nan,nan,colombo
home stay units,sookee's home,"38a, newton seneviratne, boralesgamuwa",3,standard,colombo,colombo divisional secretariat,nan,nan,colombo
home stay units,the green view,"72/25, 2nd lane, damunupola gardens, kandy",2,standard,kandy,gangawata koralaya,nan,nan,kandy
home stay units,hantana home stay,"11 b3/1a/2, upper water tank road, hantana housing scheme, hantana, kandy",2,standard,kandy,gangawata koralaya,80.6342906,7.2756388,kandy
home stay units,tamaya b & b,"no 56, s de s jayasinghe mawatha, kohuwala",5,standard,colombo,dehiwala divisional secretariat,nan,nan,dehiwala-mount lavinia
home stay units,no.26d,"26 d, cyril jayasundara mawatha, sangaraja mawatha, kandy",5,standard,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,beach residence,"7/17, rathnayaka mawatha, mahawatte, thalpitiya, wadduwa",4,standard,kalutara,panadura divisional secretariat,nan,nan,panadura pradeshiya sabha
home stay units,mahagedara home stay,"mahagedara,padawigampola, yatagama, rambukkana",2,standard,kegalle,rambukkana divisional secretariat,nan,nan,rambukkana pradeshiya sabha
home stay units,blue ribbon,"3/339, kanduwela estate, gurudeniya",5,standard,kandy,kandy divisional secretariat,80.6892666,7.2655464,gagawata koralya
home stay units,mahie,"39, ivory village, yatikotagama road, pinnawala, rambukkana",2,standard,kegalle,rambukkana divisional secretariat,nan,nan,rambukkana pradeshiya sabha
home stay units,villu villa,"601/45b, jaya mawatha, airport road, anuradhapura",4,superior,anuradhapura,anuradhapura east,80.4219063,8.31536,anuradhapura
home stay units,sara homes,"no 141, 4th lane, vishaka wattha, ekala",3,superior,gampaha,ja-ela divisional secretariat,79.9066758,7.0959788,ja-ela pradeshiya sabha
home stay units,chelli,"no 241/3a, st. joseph street, negombo",3,standard,gampaha,negombo divisional secretariat,nan,nan,negombo
home stay units,chandrani,"no 115, sri mahavihara mawatha, panadura",4,standard,kalutara,panadura divisional secretariat,nan,nan,panadura pradeshiya sabha
home stay units,stylish house,"no 309/2, george e de silva mawatha, kandy",3,superior,kandy,gagawata,nan,nan,kandy
home stay units,fairly,"no 263/2, batapotha, madelgomuwa, gampaha",2,superior,gampaha,minuwangoda divisional secretariat,nan,nan,minuwangoda pradeshiya sabha
home stay units,thotupola residence,"no 162/1, halloluwa, kandy",4,deluxe,kandy,harispattuwa divisional secretariat,80.606204,7.2906944,harispattuwa pradeshiya sabha
home stay units,mango house japanese guest house,"422/b ,captain nishendra mw, nelumpitiya, thimbirigaskatuwa, negombo.",5,deluxe,gampaha,katana divisional secretariat,nan,nan,katana pradeshiya sabha
home stay units,holiday stay inn,"no. 100/7b, george e de silva mawatha, kandy view garden, kandy",3,superior,kandy,gagawata,80.6196331,7.2874246,gagawata koralya
home stay units,hantahana holiday rooms,"no. 13/b/15/1, n. h. s. hantana, kandy",5,deluxe,kandy,kandy divisional secretariat,80.6366113,7.2749143,gagawata koralya
home stay units,calm homes,"96/9,janaraja mawatha,halloluwa",4,deluxe,kandy,harispattuwa divisional secretariat,nan,nan,harispattuwa pradeshiya sabha
home stay units,open hill,"86/45 kandy view garden,george.e.de silva mawatha, kandy",2,standard,kandy,kandy divisional secretariat,80.6194594,7.2869723,kandy
home stay units,garden rest-kandy,"3/30,30/3/1/2,vihara mw.,suduhumpola,kandy",3,superior,kandy,gangawata koralaya,80.6246844,7.2832395,mc
home stay units,renuka inn,"29/261/k, ampitiya road, kandy.",3,superior,kandy,gagawata,80.6483964,7.2849469,kandy
home stay units,nandana villa,"no. 6, nandana gardens, yahampath mawatha, maharagama",4,superior,colombo,maharagama divisional secretariat,nan,nan,maharagama
home stay units,mahakanda homestay,"mahakanda homestay,430/14,amberstiya lane,sarasawigama road,mahakanda,peradeniya,kandy",2,superior,kandy,gagawata,nan,nan,gagawata koralya
home stay units,villa aviksha,"88 pubudu mawatha , madiha , matara",3,standard,matara,matara divisional secretariat,80.512295,5.937323,matara
home stay units,misty hills,"37, uda peradeniya, peradeniya",1,superior,kandy,kandy divisional secretariat,80.6049198,7.2657901,kandy
home stay units,dammika home,"19 (27/7) sangamitta avenve, off sri dharmpala road, mount lavinia",3,standard,colombo,colombo divisional secretariat,79.8641082,6.8435879,colombo
home stay units,dwara,"367/3, 2nd lane, jinasena mawata, mahara, kadawatha.",2,standard,colombo,gampaha divisional secretariat,nan,nan,gampaha
home stay units,dream stay,"25/8, glassaugh road, nanu oya, nuwara eliya",3,standard,nuwara eliya,mahaoya divisional secretariat,80.7431439,6.9428324,nuwara eliya
home stay units,ryan holiday inn,"no.20, samaraweera place, weligama.",1,standard,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
home stay units,spring flower residence,"no.115/45, nicholas marcus mawatha, 7th lane, negambo",2,standard,gampaha,negombo divisional secretariat,nan,nan,negombo
home stay units,negambo green villa,"105/b, anderson road, negambo.",2,superior,gampaha,negombo divisional secretariat,nan,nan,negombo
home stay units,villa jasmine,"no.11, st. anthony's road, eththukala, negambo.",2,superior,gampaha,negombo divisional secretariat,nan,nan,negombo
home stay units,sherenes home stay,"87/5, damma dassi mawatha, kandy.",2,superior,kandy,kandy divisional secretariat,80.6359503,7.305467,kandy
home stay units,chandi,"117/24b, peris mawatha,kalubowila.",2,superior,colombo,dehiwala divisional secretariat,nan,nan,dehiwala-mount lavinia
home stay units,kandy river breeze,"324a, hewaheta road, thalwatta, kandy.",3,superior,kandy,gagawata,80.6523487,7.2915244,gagawata koralya
home stay units,jungle view,"no.55,circular road,hanthana housing scheme,hanthana,kandy.",3,superior,kandy,kandy divisional secretariat,80.635864,7.281025,kandy
home stay units,suwani pinnawala home stay.,"pinna landa watta,bathaburaya,rambukkana.",3,standard,kegalle,rambukkana divisional secretariat,80.383586,7.3007563,rambukkana pradeshiya sabha
home stay units,priyamani home stay,"no.227/a, pathahena, essella, veyangoda.",5,superior,gampaha,minuwangoda divisional secretariat,nan,nan,minuwangoda pradeshiya sabha
home stay units,sophie house,"567/3, dewaniyagaha watta, narigama, hikkaduwa.",5,superior,galle,hikkaduwa divisional secretariat,80.1063005,6.1257824,hikkaduwa
home stay units,damith home stay,"no.06, 'samagiya', madaketiya road, tangalle.",2,superior,hambantota,tangalle divisional secretariat,80.793972,6.029473,tangalle pradeshiya sabha
home stay units,amrita,"36, polwattha, ampitiya, kandy.",3,superior,kandy,ganga ihala korale divisional secretariat,80.661261,7.268781,kandy
home stay units,mount republic,"no.06, lilian avenue, mount lavinia.",5,superior,colombo,ratmalana divisional secretariat,79.8641105,6.8330424,dehiwala-mount lavinia
home stay units,nature,"no.138/a,weligampitiya, pokunuwita.",3,superior,kalutara,horana divisional secretariat,80.030032,6.732221,horana pradeshiya sabha
home stay units,kandy holiday residence,"no.19/5,p.l.p.alwis mawatha,lewella road,kandy.",3,superior,kandy,kandy divisional secretariat,80.6471513,7.2960543,kandy
home stay units,amuura beach house,"no.36, maradana road, bandarawatta, beruwala.",5,superior,kalutara,beruwala divisional secretariat,79.974822,6.469276,beruwala pradeshiya sabha
home stay units,diyesta traveler,"no. 03, diyadolawatta, habarakada, thawalama.",2,standard,galle,thawalama divisional secretariat,nan,nan,dickwella
home stay units,rekawa view home stay,"no 62, pokunagoda, rekawa-east, netolpitiya, tangalle.",1,standard,hambantota,tangalle divisional secretariat,nan,nan,tangalle pradeshiya sabha
home stay units,wijesinghe house,"no.04,rajagiriya udyanaya,nawala road,rajagiriya.",3,superior,colombo,kotte divisional secretariat,nan,nan,kotte muncipal council
home stay units,surf dream house,"no.172, main street, weligama.",2,standard,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
home stay units,velapura river garden,"3/57, mirishena, ethanamadala, kalutara-north.",1,standard,kalutara,kalutara divisional secretariat,nan,nan,kalutara pradeshiya sabha
home stay units,raveena home stay,"""raveena"", no.11, yasodara school road, modarapatuwatha, dodanduwa.",2,standard,galle,hikkaduwa divisional secretariat,nan,nan,hikkaduwa
home stay units,villa sepalika,"dewundara watta,girigala,habaraduwa.",2,deluxe,galle,habaraduwa divisional secretariat,nan,nan,habaraduwa
home stay units,falcy estate,"falcy estate, agalliya, baddegama.",3,standard,galle,galle divisional secretariat,80.1849071,6.1990765,galle
home stay units,shadow green,"airport road, hingurakgoda.",4,superior,polonnaruwa,hingurakgoda divisional secretariat,nan,nan,hingurakgoda pradeshiya sabha
home stay units,mali niwasa,"no.126,kithulampitiya road,kahaduwawatta,galle.sri lanka",3,standard,galle,galle divisional secretariat,nan,nan,galle
home stay units,open sky,"no.34,samaraweera place,weligama",3,standard,matara,weligama divisional secretariat,80.4276126,5.9757616,weligama pradeshiya sabha
home stay units,the mist,"no.79/53 b,dodanwala passage,kandy.",1,superior,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,jayaswin holiday bungalow,"no.159,robolgoda,bentota.",3,superior,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
home stay units,emel boutique hotel,"no.15,lurdu mawatha,kochchikade.",5,deluxe,gampaha,negombo divisional secretariat,79.8543727,7.2667943,negombo
home stay units,tranquility nest.,"no.405/e/1,moragahakele watta,eriyagama,peradeniya.",2,superior,kandy,gagawata,80.5880353,7.2635801,gagawata koralya
home stay units,tranquil hills kandy.,"no.35/73,c.d.l.fernando mawatha,katugastota road,kandy.",3,superior,kandy,kandy divisional secretariat,80.631075,7.3103134,kandy
home stay units,kandy hill,"no.195/9,richmond hill lane,heersagala road,kandy.",1,standard,kandy,kandy divisional secretariat,80.6200442,7.2721647,kandy
home stay units,amigo's studio apartment.,"no.148/29,kandy view garden,george e de silva mawatha,kandy.",1,standard,kandy,gagawata,nan,nan,gagawata koralya
home stay units,plantation inn,"no.1/73,dankalapuwa watta,kapparathota,weligama",3,standard,matara,weligama divisional secretariat,nan,nan,weligama pradeshiya sabha
home stay units,sea front hotel,"no:45,vevisingam sasthriyar road,kallady,batticaloa",2,standard,batticaloa,manmunai north divisional secretariat,nan,nan,batticaloa
home stay units,hamsaam villa,"no:35/1 a,new dutch bar road,kallady,batticaloa",3,standard,batticaloa,manmunai north divisional secretariat,nan,nan,batticaloa
home stay units,mala's homestay,"no:37/5 tethnical college road,manjanthoduwai-baticaloa",1,standard,batticaloa,manmunai north divisional secretariat,81.67473,7.730997,batticaloa
home stay units,sweet lanka negombo,"108/8 st.joseph mawatha,ethulkotte,negombo",2,deluxe,gampaha,negombo divisional secretariat,79.8419293,7.2463852,negombo
home stay units,herin green house,"no.33/1a,semanarya road, kithulampitiya,galle",2,standard,galle,bope-poddala divisional secretariat,80.2028775,6.0608002,bope
home stay units,135 villa,"no.135, heeressagala road,kandy",2,standard,kandy,ganga ihala korale divisional secretariat,nan,nan,kandy
home stay units,resort beem,"no:36,gemunu mawatha,hanthana place,kandy",3,deluxe,kandy,kandy divisional secretariat,80.6332638,7.283758,kandy
home stay units,mount haven,"no.97/7, sri dammasiddi mawatha, asgiriya, kandy, sri lanka",4,superior,kandy,gangawata koralaya,80.631058,7.304799,kandy
home stay units,comfort home stay,"no. 5a, weerakoon gardens, kandy",1,standard,kandy,gangawata koralaya,nan,nan,kandy
home stay units,kandy royal resort,"no.229/16, royal way, thalwatta, thannakubura road, kandy",5,standard,kandy,gagawata,80.6551408,7.2838115,gagawata koralya
home stay units,kundala bungalows,"narigama temple road,hikkaduwa",3,standard,galle,galle divisional secretariat,nan,nan,galle
home stay units,cheliyan villa,"no.128/1, george e. de silva mawatha, kandy",3,deluxe,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,seven scenic,"no.7, kumudu mawatha, primrose gardens, kandy",2,deluxe,kandy,gangawata koralaya,80.6105692,7.280184,kandy
home stay units,shalom residence,"old no138/1, new no 140/2, misty heaven, wariyapola sri sumangala mw,mapanawatura, kandy",4,deluxe,kandy,gangawata koralaya,nan,nan,kandy
home stay units,barnes lodge,"34/7a,barnes place,colombo 07",5,superior,colombo,colombo divisional secretariat,nan,nan,colombo
home stay units,lumbini villa,"no. 86/a, warapitiya, dharga town",3,deluxe,kalutara,beruwala divisional secretariat,nan,nan,beruwala pradeshiya sabha
home stay units,lal home stay (sigiriya),"no 209, ahelagala, sigiriya",4,standard,matale,dambulla divisional secretariat,80.7420766,7.949786,dambulla pradeshiya sabha
home stay units,sigiri lodge,"pothana , kimbissa",2,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,sunshine villa,"sunshine villa, thalkote road, ehalagala, sigiriya",4,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,sinhagiri villa,"5a, nawa nagaraya, sigiriya",3,superior,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,kandy view villa,"86/19b, kandy view garden, jorj e de silva mw, kandy",2,standard,kandy,gagawata,nan,nan,kandy
home stay units,uda kanda,"kaduruduwa,wanchawala,galle.",3,superior,galle,galle divisional secretariat,nan,nan,galle
home stay units,tharaka surf guest,"p.18,arugambay pottuvil.",5,standard,ampara,pottuvil divisional secretariat,nan,nan,pottuvil
home stay units,welcome house,"no 65 d/01,panama.",1,standard,ampara,lahugala divisional secretariat,81.808772,6.758059,ampara
home stay units,panama village home,"weera bodhi mawatha, panama",4,standard,ampara,lahugala divisional secretariat,nan,nan,ampara
home stay units,panama green house,"no 76a, panama west",1,standard,ampara,lahugala divisional secretariat,nan,nan,ampara
home stay units,yasindu homes,"panama south, panama",1,standard,ampara,lahugala divisional secretariat,81.80218,6.759676,ampara
home stay units,mango villa panama,"panama central, panama",1,standard,ampara,lahugala divisional secretariat,nan,nan,ampara
home stay units,sajani's home,"panama west, panama",1,standard,ampara,lahugala divisional secretariat,nan,nan,ampara
home stay units,river side,"133/5, hewagama, kaduwela",4,deluxe,colombo,kaduwela divisional secretariat,79.9686038,6.9024153,kaduwela pradeshiya sabha
home stay units,priyanka villa,"325/d/3, pagodawatta, edanduwawa,peradeniya",2,superior,kandy,yatinuwara divisional secretariat,nan,nan,yatinuwara pradeshiya sabha
home stay units,view point 425,"no 425,heerassagala road,bowalawatte,kandy.",1,superior,kandy,gagawata,nan,nan,kandy
home stay units,amandro villa,"62/3,mallabokka road, hettimulla, beruwala",3,deluxe,kalutara,beruwala divisional secretariat,nan,nan,kalutara pradeshiya sabha
home stay units,pandora lodge,"193/a, sigiriya road, kibissa",5,superior,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,charuka resort,"168/a, sigiri road, pothana",4,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,kashyapa kingdom view home,"no 72 b/2, kayamwala, sigiriya",4,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,river side lal homestay,"no 216, kalapuraya, sigiriya",3,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,river side home stay,"no 216/1, kalapuraya, sigiriya",2,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,sigiri home stay,"no 01/a, infront of bus stand, inamaluwa",2,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,purasanda villa,"no 14, purasanda villa, inamaluwa village, dambulla",5,standard,matale,dambulla divisional secretariat,nan,nan,dambulla pradeshiya sabha
home stay units,birds hill,"no :35/70 1/1,katugasthota road,kandy.",2,superior,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,home stay on the fourth,"no 30, 4th lane, ratmalana",2,superior,colombo,ratmalana divisional secretariat,nan,nan,dehiwala-mount lavinia
home stay units,kandy city rest,"271/42b, walihiriya road, uda peradeniya, peradeniya",3,deluxe,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,mockingbird residence,"1/7, unique view road, nuwaraeliya",3,standard,nuwara eliya,nuwara eliya divisional secretariat,80.766106,6.963297,nuwara eliya
home stay units,raveena guest inn,"sapumaltanna,wellawaya rd,ella",3,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,green residence,"green residance, ella",3,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,mama cottage,"sapumalthanna,passara road,ella",5,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,waterfalls homestay,"watagodawaththa, kithelella, ella",4,superior,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,sunnyside holiday bungalow,"150, bandarawela road, ella",3,deluxe,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,green hill ella,"passara road,sapumalthanna,ella",5,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,jungle breeze,"13b2/17b2, upper tank road, hanthana h.s, kandy",3,deluxe,kandy,kandy divisional secretariat,80.638769,7.274439,kandy
home stay units,inn on the bay,"beach road,pasikudah,kalkudah.",5,standard,batticaloa,koralai pattu divisional secretariat,nan,nan,koralai pattu
home stay units,dewlee homestay,"""vijaya"" .hella halpe, bandarawela",2,standard,badulla,ella divisional secretariat,81.044611,6.888443,ella pradeshiya sabha
home stay units,lal home stay (bentota),"no 18, pitorombe, bentota",4,standard,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
home stay units,paddyfield hideaway,"38, wegiriya, hondiyadeniya, gampola",4,deluxe,kandy,udunuwara divisional secretariat,nan,nan,udunuwara pradeshiya sabha
home stay units,the penthouse above sea,"16/3, marine city, 46, station road, dehiwala",4,deluxe,colombo,dehiwala divisional secretariat,nan,nan,dehiwala-mount lavinia
home stay units,"34/1/1, sumanarama","34/1/1, sumanarama road, mount lavinia",5,standard,colombo,dehiwala divisional secretariat,79.869376,6.840153,dehiwala-mount lavinia
home stay units,lakevilla' rajagiriya,"lakevilla'- rajagiya,289/2, gemunu mawatha, kotuwegoda, rajagiriya",1,superior,colombo,kaduwela divisional secretariat,79.920363,6.908145,kaduwela pradeshiya sabha
home stay units,dream villa,"7/3, brahmana watta road, balapitiya.",3,superior,galle,balapitiya divisional secretariat,80.04004,6.28557,balapitiya
home stay units,nature resort,"no 378/1, near tunnel , ella",4,standard,badulla,ella divisional secretariat,nan,nan,ella pradeshiya sabha
home stay units,lakeside hybrid villa,"178/4, kaluthara road, wevita, bandaragama",1,superior,kalutara,bandaragama divisional secretariat,nan,nan,bandaragama pradeshiya sabha
home stay units,"kadugannawa homestay, kandy","226/4, kandy road, kadawathgama, kadugannawa",2,standard,kandy,yatinuwara divisional secretariat,nan,nan,kadugannawa
home stay units,angel villa,"17/10,marakkalawatte, 12070, beruwala",2,superior,kalutara,beruwala divisional secretariat,79.992,6.473838,beruwala pradeshiya sabha
home stay units,vega holiday rest,"21/14/p3, isurupura, anuradhapura",2,standard,anuradhapura,anuradhapura east,80.426447,8.315667,anuradhapura
home stay units,kamon rich,"405c, gunaratne mawatha, pahala iriyagama, peradeniya",5,standard,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,serene home stay,"no 917, mudunmankada road, udawalawe",2,superior,ratnapura,embilipitiya divisional secretariat,80.824239,6.416555,embilipitiya
home stay units,yenrich tourist inn,"86/g/1, tiverton estate, peradeniya",5,standard,kandy,yatinuwara divisional secretariat,80.580898,7.268693,yatinuwara pradeshiya sabha
home stay units,river side villa,"183, gurugammanaya, pallakale, kundasale",3,superior,kandy,kundasale divisional secretariat,nan,nan,kundasle
home stay units,ranawara home stay,"no 11, paradise park, thapodarama mawatha, hanthana , kandy",3,superior,kandy,gagawata,80.628192,7.278034,gagawata koralya
home stay units,the living room by ran,"455\4, waragoda estate, kelaniya",1,deluxe,gampaha,kelaniya divisional secretariat,nan,nan,kelaniya pradeshiya sabha
home stay units,sethra,"no 65, round road, obadawatta, bentota",3,deluxe,galle,benthota divisional secretariat,nan,nan,bentota pradeshiya sabha
home stay units,suramya,"no.23.suramya,dharmapala mawatha, bandarawela.",1,superior,badulla,bandarawela divisional secretariat,nan,nan,bandarawela pradeshiya sabha
home stay units,marvel hills - kandy,"no 20,george e de silva mawatha, kandy",3,deluxe,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,colombo airport homestay,"no 17, zone 1, millennium city, kotugoda, ja-ela",5,superior,gampaha,ja-ela divisional secretariat,79.9106305,7.1206712,ja-ela pradeshiya sabha
home stay units,the beauty hills residence,"no.19\12, p.l.p alwis mawatha, kandy.",4,superior,kandy,kandy divisional secretariat,nan,nan,kandy
home stay units,diyawara home stay,"no-77/03,jaffna juction,jaffna road,anuradhapura.",2,standard,anuradhapura,anuradhapura east,80.417293,8.359991,anuradhapura
home stay units,river valley residence,"4/a/2,ganga addara road,lewellagama,gunnepana,20270",3,deluxe,kandy,kundasale divisional secretariat,80.657749,7.298416,kandy
home stay units,southern comforts,"62 a/2, light house street, fort, galle",4,superior,galle,galle divisional secretariat,80.218535,6.025603,galle
home stay units,galle face cove,"97, galle road, colombo 03",3,deluxe,colombo,colombo divisional secretariat,79.847956,6.920627,colombo
home stay units,villa34,"no34,shady grove avenue,colombo 08",4,deluxe,colombo,colombo divisional secretariat,79.881507,6.911338,colombo
home stay units,kandy uyan apartment,"35/22 1/1, dharmasoka mawatha, kandy",2,standard,kandy,gagawata,nan,nan,gagawata koralya
home stay units,serene residence,"no. 60, sri dharmarama road, katukurunda, kalutara south",3,standard,kalutara,kalutara divisional secretariat,79.98293,6.565803,kalutara pradeshiya sabha
home stay units,ruby home,"no 39/6, d.s. senanayake mawatha, colombo 10.",4,superior,colombo,thimbirigasyaya divisional secretariat,nan,nan,colombo
home stay units,elegant hamlets home stay,"no.48, kachchakaduwa,weerakodiyana",1,deluxe,kurunegala,udubaddawa divisional secretariat,79.890546,7.501223,udubaddawa pradeshiya sabha
home stay units,sanasuma villa,"sanasuma, bodhiya road, sooriyagoda, bentota.",1,standard,galle,benthota divisional secretariat,79.997446,6.417567,bentota pradeshiya sabha
